1.000000000000000000e+01;4.000000000000000000e+00;1.024000000000000000e+03;2.891405105590820201e-01
2.500000000000000000e+01;4.000000000000000000e+00;1.024000000000000000e+03;2.736439466476440208e-01
3.500000000000000000e+01;4.000000000000000000e+00;1.024000000000000000e+03;2.814465999603271706e-01
5.000000000000000000e+01;4.000000000000000000e+00;1.024000000000000000e+03;2.832745313644409180e-01
6.000000000000000000e+01;8.000000000000000000e+00;1.024000000000000000e+03;4.017090559005737083e-01
7.500000000000000000e+01;8.000000000000000000e+00;1.024000000000000000e+03;4.130479574203491100e-01
1.000000000000000000e+02;8.000000000000000000e+00;2.048000000000000000e+03;3.702431440353393666e-01
1.500000000000000000e+02;8.000000000000000000e+00;2.048000000000000000e+03;3.808680057525634655e-01
2.000000000000000000e+02;8.000000000000000000e+00;2.048000000000000000e+03;3.742077589035034402e-01
4.500000000000000000e+02;1.600000000000000000e+01;2.048000000000000000e+03;5.753085136413573775e-01
6.000000000000000000e+02;1.600000000000000000e+01;2.048000000000000000e+03;5.833527803421020286e-01
7.500000000000000000e+02;1.600000000000000000e+01;4.096000000000000000e+03;1.292401027679443315e+00
9.000000000000000000e+02;1.600000000000000000e+01;4.096000000000000000e+03;1.329850792884826660e+00
1.000000000000000000e+03;1.600000000000000000e+01;4.096000000000000000e+03;1.353782033920288175e+00
